comment,username,nickname,likes,noOfRepliedComments,avatar,posted_date,extracted_date,video_link,video_likes,video_comments,video_shared,video_posted_date,video_views,video_image_link,video_caption,sentiment
pembentangan paling cepat dan simple. syok sendiri. patut lah tun Mahathir x bagi dia jd PM sebab dah nyanyok...,@epetkapcai,zackkapcai ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/ff6b7f6d2ce58dd2522f5baf7fbe861b~c5_100x100.jpg?x-expires=1677520800&x-signature=hp14qPo9lMJuVcS0o%2BCmgKIraq0%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203633689174199554,7027,1314,244,2023-02-25,353.2K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIRCFPffbEzmBDAAlwzgNqhgj4IbVPyBQ8pDcB?x-expires=1677448800&x-signature=4%2F4%2FI%2FuKYgroRlTarQOnrkWsnts%3D,Pembentangan #Belanjawan2023  ialah cerminan prinsip bertanggungjawab sistem nilai luhur yang mampu tentangi cabaran ekonomi global - PM,negative
Aku rasa PM ni baca buku sejarah Malaysia tu 😅,@saiful_harimy21,Saiful Harimy ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/36cb8b1201c176740bc926f09c98d480~c5_100x100.jpg?x-expires=1677520800&x-signature=YEY1sm2AZNgTGQB1tj7gNghoZ6w%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203633689174199554,7027,1314,244,2023-02-25,353.2K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIRCFPffbEzmBDAAlwzgNqhgj4IbVPyBQ8pDcB?x-expires=1677448800&x-signature=4%2F4%2FI%2FuKYgroRlTarQOnrkWsnts%3D,Pembentangan #Belanjawan2023  ialah cerminan prinsip bertanggungjawab sistem nilai luhur yang mampu tentangi cabaran ekonomi global - PM,negative
maaflah tak da yg betul2 bantu rakyat ..belajawan rakyat gagal,@malekjoe70,Malek Joe ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/7857572f78087b7982815b87aa3fb0f3~c5_100x100.jpg?x-expires=1677520800&x-signature=Vzy8SaaX3EcU1kZm5pe%2Fo2YMh7k%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203633689174199554,7027,1314,244,2023-02-25,353.2K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIRCFPffbEzmBDAAlwzgNqhgj4IbVPyBQ8pDcB?x-expires=1677448800&x-signature=4%2F4%2FI%2FuKYgroRlTarQOnrkWsnts%3D,Pembentangan #Belanjawan2023  ialah cerminan prinsip bertanggungjawab sistem nilai luhur yang mampu tentangi cabaran ekonomi global - PM,negative
His version of mendengar keluhan rakyat cross checked with His budgeting = X nyambung sangat💆,@dausdanzig,DausDanzig ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/1d6c3ccd7645b100a099945c3906d881~c5_100x100.jpg?x-expires=1677520800&x-signature=9%2F8n8Hi6LJzqk8ROv4B3aO1HubY%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203633689174199554,7027,1314,244,2023-02-25,353.2K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIRCFPffbEzmBDAAlwzgNqhgj4IbVPyBQ8pDcB?x-expires=1677448800&x-signature=4%2F4%2FI%2FuKYgroRlTarQOnrkWsnts%3D,Pembentangan #Belanjawan2023  ialah cerminan prinsip bertanggungjawab sistem nilai luhur yang mampu tentangi cabaran ekonomi global - PM,negative
kami nak duit kwsp kami,@wazlan7,wan azlan ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/ee77aaf8d036e3163caa728a6b6a9954~c5_100x100.jpg?x-expires=1677520800&x-signature=%2BerND5%2FilDcDulazhY%2F7DPsfnpg%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203633689174199554,7027,1314,244,2023-02-25,353.2K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIRCFPffbEzmBDAAlwzgNqhgj4IbVPyBQ8pDcB?x-expires=1677448800&x-signature=4%2F4%2FI%2FuKYgroRlTarQOnrkWsnts%3D,Pembentangan #Belanjawan2023  ialah cerminan prinsip bertanggungjawab sistem nilai luhur yang mampu tentangi cabaran ekonomi global - PM,negative
sape suruh Naik kan dia..,@arelongaril,arelong aril ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/04faa944f8fb791e4959f2b0b2f3f2c5~c5_100x100.jpg?x-expires=1677520800&x-signature=igoe8rXtWmQEDCs9G9lYxYcrRq0%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203633689174199554,7027,1314,244,2023-02-25,353.2K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIRCFPffbEzmBDAAlwzgNqhgj4IbVPyBQ8pDcB?x-expires=1677448800&x-signature=4%2F4%2FI%2FuKYgroRlTarQOnrkWsnts%3D,Pembentangan #Belanjawan2023  ialah cerminan prinsip bertanggungjawab sistem nilai luhur yang mampu tentangi cabaran ekonomi global - PM,negative
Macmna mcai2 semua belnjawan 2023😁😁😁😁,@birdhunterforever,BIRDHUNTER ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/7085798062039236635~c5_100x100.jpg?x-expires=1677520800&x-signature=13kHU3jg12%2BT0BQs6b4C4h0Xc2U%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203633689174199554,7027,1314,244,2023-02-25,353.2K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIRCFPffbEzmBDAAlwzgNqhgj4IbVPyBQ8pDcB?x-expires=1677448800&x-signature=4%2F4%2FI%2FuKYgroRlTarQOnrkWsnts%3D,Pembentangan #Belanjawan2023  ialah cerminan prinsip bertanggungjawab sistem nilai luhur yang mampu tentangi cabaran ekonomi global - PM,negative
Kami perlukan pengeluaran KWSP bersasar. sedih bila dapat pemimpin yg tak berperikemanusiaan,@nuraziziezaidiii,aziemat ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/53056c4d553deedd45808f27f71212e1~c5_100x100.jpg?x-expires=1677520800&x-signature=XAJ8JKdtn7zCkoEZRWx9L6P4SjY%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203633689174199554,7027,1314,244,2023-02-25,353.2K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIRCFPffbEzmBDAAlwzgNqhgj4IbVPyBQ8pDcB?x-expires=1677448800&x-signature=4%2F4%2FI%2FuKYgroRlTarQOnrkWsnts%3D,Pembentangan #Belanjawan2023  ialah cerminan prinsip bertanggungjawab sistem nilai luhur yang mampu tentangi cabaran ekonomi global - PM,negative
apaaa pun tarakkk😤,@secebis_strike,secebis_strike ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/6a10ef705ea18bbfd6d5efdc5d5e8c70~c5_100x100.jpg?x-expires=1677520800&x-signature=dPFbpPLEMoJ%2F5ghCbbHSWl40GO8%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203633689174199554,7027,1314,244,2023-02-25,353.2K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIRCFPffbEzmBDAAlwzgNqhgj4IbVPyBQ8pDcB?x-expires=1677448800&x-signature=4%2F4%2FI%2FuKYgroRlTarQOnrkWsnts%3D,Pembentangan #Belanjawan2023  ialah cerminan prinsip bertanggungjawab sistem nilai luhur yang mampu tentangi cabaran ekonomi global - PM,negative
semua bungi belion belion😂😂😂...buat lawak ko datok😂😂😂,@lionprodetalling,Lionpro ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/ad50b57ec54d04c599a31f3b4c4735f8~c5_100x100.jpg?x-expires=1677520800&x-signature=UOoa7LgB%2Fjb5ns64zs87o13sPTY%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203633689174199554,7027,1314,244,2023-02-25,353.2K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIRCFPffbEzmBDAAlwzgNqhgj4IbVPyBQ8pDcB?x-expires=1677448800&x-signature=4%2F4%2FI%2FuKYgroRlTarQOnrkWsnts%3D,Pembentangan #Belanjawan2023  ialah cerminan prinsip bertanggungjawab sistem nilai luhur yang mampu tentangi cabaran ekonomi global - PM,negative
belanjawan madani insaniah semua ada😂,@zalinadiaely,nadiaelytilamgeboo ,0,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/a1fe36cc0bd5aeeed6b7ad5eec64dc05.jpg?x-expires=1677520800&x-signature=hpj7I1asjO3okcg%2BxQtUKDFyNM8%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203633689174199554,7027,1314,244,2023-02-25,353.2K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIRCFPffbEzmBDAAlwzgNqhgj4IbVPyBQ8pDcB?x-expires=1677448800&x-signature=4%2F4%2FI%2FuKYgroRlTarQOnrkWsnts%3D,Pembentangan #Belanjawan2023  ialah cerminan prinsip bertanggungjawab sistem nilai luhur yang mampu tentangi cabaran ekonomi global - PM,positive
subsidi padi ada ko,@norsyafawatiabazizi,Norsyafawati Ab Aziz ,0,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1694652936109058.jpg?x-expires=1677520800&x-signature=5uNkOaTINbvyKxB%2FxhbGHwj7bss%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203633689174199554,7027,1314,244,2023-02-25,353.2K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIRCFPffbEzmBDAAlwzgNqhgj4IbVPyBQ8pDcB?x-expires=1677448800&x-signature=4%2F4%2FI%2FuKYgroRlTarQOnrkWsnts%3D,Pembentangan #Belanjawan2023  ialah cerminan prinsip bertanggungjawab sistem nilai luhur yang mampu tentangi cabaran ekonomi global - PM,positive
PH TUMBANG PRN 15 SELURUH NEGERI,@user1622261814530,syed kabeer rifa iee ,0,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1650004201260033.jpg?x-expires=1677520800&x-signature=FZs6Ql4GrjTA2y2LS9aZ0CYSqRA%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203633689174199554,7027,1314,244,2023-02-25,353.2K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIRCFPffbEzmBDAAlwzgNqhgj4IbVPyBQ8pDcB?x-expires=1677448800&x-signature=4%2F4%2FI%2FuKYgroRlTarQOnrkWsnts%3D,Pembentangan #Belanjawan2023  ialah cerminan prinsip bertanggungjawab sistem nilai luhur yang mampu tentangi cabaran ekonomi global - PM,negative
😂😂😂😂🥺,@suzaimivincent,suzaimivincent ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/37b789caa78459fa0121c62d347bebc8~c5_100x100.jpg?x-expires=1677520800&x-signature=QWWdLYT1fEQAllUc2Dew%2F7sLdZM%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203633689174199554,7027,1314,244,2023-02-25,353.2K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIRCFPffbEzmBDAAlwzgNqhgj4IbVPyBQ8pDcB?x-expires=1677448800&x-signature=4%2F4%2FI%2FuKYgroRlTarQOnrkWsnts%3D,Pembentangan #Belanjawan2023  ialah cerminan prinsip bertanggungjawab sistem nilai luhur yang mampu tentangi cabaran ekonomi global - PM,negative
belanjawan madani gagal tolong rakyat...😏,@83beck,Mr beck ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/b58b8d25d4f3fb80bbcc3e50c643a1d7~c5_100x100.jpg?x-expires=1677520800&x-signature=PtoOvJR3yaetdToAU9X35PmJSkU%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203633689174199554,7027,1314,244,2023-02-25,353.2K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIRCFPffbEzmBDAAlwzgNqhgj4IbVPyBQ8pDcB?x-expires=1677448800&x-signature=4%2F4%2FI%2FuKYgroRlTarQOnrkWsnts%3D,Pembentangan #Belanjawan2023  ialah cerminan prinsip bertanggungjawab sistem nilai luhur yang mampu tentangi cabaran ekonomi global - PM,negative
madani la sangat,@khairulfazeli437,Keon ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/3113f336025efffd8925c6bdb402bb4e~c5_100x100.jpg?x-expires=1677520800&x-signature=W1KlRCaTDB6w0h%2FdHaNb6TOZnNc%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203633689174199554,7027,1314,244,2023-02-25,353.2K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIRCFPffbEzmBDAAlwzgNqhgj4IbVPyBQ8pDcB?x-expires=1677448800&x-signature=4%2F4%2FI%2FuKYgroRlTarQOnrkWsnts%3D,Pembentangan #Belanjawan2023  ialah cerminan prinsip bertanggungjawab sistem nilai luhur yang mampu tentangi cabaran ekonomi global - PM,negative
🥰🥰,@naznasa93,나즈 틱톡 ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/372415bac9899e09be22fc98b98e6c42~c5_100x100.jpg?x-expires=1677520800&x-signature=D3cwafhAUosyIyHMb9blpudk8PE%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203633689174199554,7027,1314,244,2023-02-25,353.2K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIRCFPffbEzmBDAAlwzgNqhgj4IbVPyBQ8pDcB?x-expires=1677448800&x-signature=4%2F4%2FI%2FuKYgroRlTarQOnrkWsnts%3D,Pembentangan #Belanjawan2023  ialah cerminan prinsip bertanggungjawab sistem nilai luhur yang mampu tentangi cabaran ekonomi global - PM,negative
Gagal,@_wan5137,Rizuan_Yusoff ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/5a956408000063cffbd18687fc89d79e~c5_100x100.jpg?x-expires=1677520800&x-signature=Zv8KLdziMMtd8AEfUTU%2FrSZ0eX0%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203633689174199554,7027,1314,244,2023-02-25,353.2K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIRCFPffbEzmBDAAlwzgNqhgj4IbVPyBQ8pDcB?x-expires=1677448800&x-signature=4%2F4%2FI%2FuKYgroRlTarQOnrkWsnts%3D,Pembentangan #Belanjawan2023  ialah cerminan prinsip bertanggungjawab sistem nilai luhur yang mampu tentangi cabaran ekonomi global - PM,negative
tak de yg menyenangkn rakyat bajet 2023 ni,@pisyind,Pisyind ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/e2e088d91ce66e2d2245c6439f745737~c5_100x100.jpg?x-expires=1677520800&x-signature=VFFY06JK6r944wn9HJkPHfiYkTA%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203633689174199554,7027,1314,244,2023-02-25,353.2K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIRCFPffbEzmBDAAlwzgNqhgj4IbVPyBQ8pDcB?x-expires=1677448800&x-signature=4%2F4%2FI%2FuKYgroRlTarQOnrkWsnts%3D,Pembentangan #Belanjawan2023  ialah cerminan prinsip bertanggungjawab sistem nilai luhur yang mampu tentangi cabaran ekonomi global - PM,negative
😂😂😂,@saudagarsyhark,syhark🇲🇾 ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/86a7b92b6fcf69968b9bf1ebc98ec962~c5_100x100.jpg?x-expires=1677520800&x-signature=Iss52oFy%2FH3rhBs30TBt0%2BclI5c%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203633689174199554,7027,1314,244,2023-02-25,353.2K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIRCFPffbEzmBDAAlwzgNqhgj4IbVPyBQ8pDcB?x-expires=1677448800&x-signature=4%2F4%2FI%2FuKYgroRlTarQOnrkWsnts%3D,Pembentangan #Belanjawan2023  ialah cerminan prinsip bertanggungjawab sistem nilai luhur yang mampu tentangi cabaran ekonomi global - PM,negative
Fakta dgn Auta dah sama jer,@daus1974,firdaus alias761 ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/21526c07266275d962720496658e4e95~c5_100x100.jpg?x-expires=1677520800&x-signature=M4VauyRdpgNn7spFNfMs6PqvNoY%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203633689174199554,7027,1314,244,2023-02-25,353.2K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIRCFPffbEzmBDAAlwzgNqhgj4IbVPyBQ8pDcB?x-expires=1677448800&x-signature=4%2F4%2FI%2FuKYgroRlTarQOnrkWsnts%3D,Pembentangan #Belanjawan2023  ialah cerminan prinsip bertanggungjawab sistem nilai luhur yang mampu tentangi cabaran ekonomi global - PM,positive
🥰 Alhamdulillah,@baginda143,Ardeen putera ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/c1a16d0ce812b5604f2c6b1aa7ab41ca~c5_100x100.jpg?x-expires=1677520800&x-signature=A9hlxQB0j9gniVHgz%2FsBYQcgDxs%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203633689174199554,7027,1314,244,2023-02-25,353.2K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIRCFPffbEzmBDAAlwzgNqhgj4IbVPyBQ8pDcB?x-expires=1677448800&x-signature=4%2F4%2FI%2FuKYgroRlTarQOnrkWsnts%3D,Pembentangan #Belanjawan2023  ialah cerminan prinsip bertanggungjawab sistem nilai luhur yang mampu tentangi cabaran ekonomi global - PM,negative
tambang hutang lgi ngn bnk ada punya hutang pun jenuh menangggung,@nunhapenang._,lillahi'taala ✨ ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/11378cb8c10b7a8e404bbb7d3db398b5~c5_100x100.jpg?x-expires=1677520800&x-signature=gOxhAh25CoykZjPgKLcg3Eyip4U%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203633689174199554,7027,1314,244,2023-02-25,353.2K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIRCFPffbEzmBDAAlwzgNqhgj4IbVPyBQ8pDcB?x-expires=1677448800&x-signature=4%2F4%2FI%2FuKYgroRlTarQOnrkWsnts%3D,Pembentangan #Belanjawan2023  ialah cerminan prinsip bertanggungjawab sistem nilai luhur yang mampu tentangi cabaran ekonomi global - PM,negative
belanjawan syok sendiri😂😂😂,@aisyzaraff,aisyzaraff ,1,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/a7ff33cbce464e334c337aa209c55a68~c5_100x100.jpg?x-expires=1677520800&x-signature=z99w%2F7YyA8zVZKUKit46YfS8NRc%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203633689174199554,7027,1314,244,2023-02-25,353.2K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIRCFPffbEzmBDAAlwzgNqhgj4IbVPyBQ8pDcB?x-expires=1677448800&x-signature=4%2F4%2FI%2FuKYgroRlTarQOnrkWsnts%3D,Pembentangan #Belanjawan2023  ialah cerminan prinsip bertanggungjawab sistem nilai luhur yang mampu tentangi cabaran ekonomi global - PM,neutral
adil liberal sentiasa dikaki,@its.paradox.xxix,its.PARADOX.XXIX ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/c78d57e68e650792345b246d015fb8cf~c5_100x100.jpg?x-expires=1677520800&x-signature=uFPrpkILnwSoTxCPAQHG1abW7As%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203633689174199554,7027,1314,244,2023-02-25,353.2K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIRCFPffbEzmBDAAlwzgNqhgj4IbVPyBQ8pDcB?x-expires=1677448800&x-signature=4%2F4%2FI%2FuKYgroRlTarQOnrkWsnts%3D,Pembentangan #Belanjawan2023  ialah cerminan prinsip bertanggungjawab sistem nilai luhur yang mampu tentangi cabaran ekonomi global - PM,negative
Dsn jd pm terbaik belanjawan DSN mmg terbaik untk rakyat,@norainizabudin,Noraini Zabudin ,1,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/ca087abab890ef76f1572ee42bb2c762~c5_100x100.jpg?x-expires=1677520800&x-signature=W%2FJEL%2Baa0%2BP5eKXJLQVoYbyNZJc%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203633689174199554,7027,1314,244,2023-02-25,353.2K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIRCFPffbEzmBDAAlwzgNqhgj4IbVPyBQ8pDcB?x-expires=1677448800&x-signature=4%2F4%2FI%2FuKYgroRlTarQOnrkWsnts%3D,Pembentangan #Belanjawan2023  ialah cerminan prinsip bertanggungjawab sistem nilai luhur yang mampu tentangi cabaran ekonomi global - PM,positive
😂😂😂😂😂😂😂,@syahrizalsyah,SyahrizalSyah ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/0c9db75fd29651a0ecb9049d6e74b86a~c5_100x100.jpg?x-expires=1677520800&x-signature=EHcYRhLW7wQG5SyUry4ZOzL4Ww4%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203633689174199554,7027,1314,244,2023-02-25,353.2K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIRCFPffbEzmBDAAlwzgNqhgj4IbVPyBQ8pDcB?x-expires=1677448800&x-signature=4%2F4%2FI%2FuKYgroRlTarQOnrkWsnts%3D,Pembentangan #Belanjawan2023  ialah cerminan prinsip bertanggungjawab sistem nilai luhur yang mampu tentangi cabaran ekonomi global - PM,negative
makan daun ni..,@mikell_eq10,I'm Trash 🚮 ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/06a8db8a440732f92d995a60c7e41858~c5_100x100.jpg?x-expires=1677520800&x-signature=DDeTUdxKlBthegl%2Fr9I%2F0GBPWkQ%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203633689174199554,7027,1314,244,2023-02-25,353.2K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIRCFPffbEzmBDAAlwzgNqhgj4IbVPyBQ8pDcB?x-expires=1677448800&x-signature=4%2F4%2FI%2FuKYgroRlTarQOnrkWsnts%3D,Pembentangan #Belanjawan2023  ialah cerminan prinsip bertanggungjawab sistem nilai luhur yang mampu tentangi cabaran ekonomi global - PM,neutral
"Madani ohh madani, sapelah y bagi nme ni😂😂",@sharizie5,Shah 🇲🇾🔥🚹🚭☢️ ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/0ee743de871dbe8b4ebacb35603f8608~c5_100x100.jpg?x-expires=1677520800&x-signature=Pr7kn6m535DaPaOVf%2FzKpwELGZY%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203633689174199554,7027,1314,244,2023-02-25,353.2K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIRCFPffbEzmBDAAlwzgNqhgj4IbVPyBQ8pDcB?x-expires=1677448800&x-signature=4%2F4%2FI%2FuKYgroRlTarQOnrkWsnts%3D,Pembentangan #Belanjawan2023  ialah cerminan prinsip bertanggungjawab sistem nilai luhur yang mampu tentangi cabaran ekonomi global - PM,neutral
PMx syok sendiri je bkn nk dgr keluhan rakyat pn... PMx penuh dendam dgn pemimpin yg lalu sbb PM lepas berjaya memukau rakyat dgn bantuan yg sepatutny,@msbigdj,MrBigDj ,1,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/92740a9a8735976d323fd810eef61265~c5_100x100.jpg?x-expires=1677520800&x-signature=3ZIqncPGOm%2B22SOJWlZ8VptirbU%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203633689174199554,7027,1314,244,2023-02-25,353.2K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIRCFPffbEzmBDAAlwzgNqhgj4IbVPyBQ8pDcB?x-expires=1677448800&x-signature=4%2F4%2FI%2FuKYgroRlTarQOnrkWsnts%3D,Pembentangan #Belanjawan2023  ialah cerminan prinsip bertanggungjawab sistem nilai luhur yang mampu tentangi cabaran ekonomi global - PM,negative
Tolong Lah keluar kan KWSP.,@andrew_nnnn,Andrew N Tetapnyingk ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/507e099d18bb41e6b9b556af0cc6f257~c5_100x100.jpg?x-expires=1677520800&x-signature=xaWdtLsZ4NJv9TrVY0kouhZNQH4%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203633689174199554,7027,1314,244,2023-02-25,353.2K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIRCFPffbEzmBDAAlwzgNqhgj4IbVPyBQ8pDcB?x-expires=1677448800&x-signature=4%2F4%2FI%2FuKYgroRlTarQOnrkWsnts%3D,Pembentangan #Belanjawan2023  ialah cerminan prinsip bertanggungjawab sistem nilai luhur yang mampu tentangi cabaran ekonomi global - PM,negative
